family_id,family,variation,alias,parents,children,description,parameters,upper_bound,lower_bound,domain
,Boolean Satisfiability,Not-All-Equal 3-SAT (NAE 3SAT),,3SAT,Monotone Not-All-Equal 3-SAT (Monotone NAE 3SAT),"NAE 3SAT restricts the boolean formula to CNF with 3 literals per clause and determines whether there is an assignment of variables such that, for none of the clauses, all 3 literals have the same boolean value",$n$: number of variables,,\Omega(\poly(n)),Combinatorics
,Boolean Satisfiability,Monotone Not-All-Equal 3-SAT (Monotone NAE 3SAT),,Not-All-Equal 3-SAT (NAE 3SAT),,Monotone NAE 3SAT is NAE 3SAT with the restriction that all of the literals in a clause are either all negated or all positive,$n$: number of variables,,\Omega(\poly(n)),Combinatorics
,Boolean Satisfiability,k-SAT,,Conjunctive Normal Form SAT,2-SAT; 3-SAT; 4-SAT,k-SAT restricts the boolean formula to CNF with (at most) k literals per clause,"$n$: number of variables
$k$: max number of literals per clause
$c$: dependant on $k$",O(c^n),\Omega(2^n),Combinatorics
,Boolean Satisfiability,2SAT,2-SAT,k-SAT,,2SAT restricts the boolean formula to CNF with (at most) 2 literals per clause,$n$: number of variables,$O(n^2)$,,Combinatorics
,Boolean Satisfiability,3SAT,3-SAT,k-SAT,1-in-3SAT; Not-All-Equal 3-SAT (NAE 3SAT); 3SAT-5; Monotone 3SAT;,3SAT restricts the boolean formula to CNF with (at most) 3 literals per clause,$n$: number of variables,O(1.308^n) (Randomized),\Omega(2^n),Combinatorics
,Boolean Satisfiability,3SAT-5,3-SAT-5,3SAT,,3SAT-5 is 3SAT with the restriction that each variable occurs in at most 5 clauses,$n$: number of variables,,\Omega(\poly(n)),Combinatorics
,Boolean Satisfiability,4SAT,4-SAT,k-SAT,,4SAT restricts the boolean formula to CNF with (at most) 4 literals per clause,$n$: number of variables,O(1.469^n) (Randomized),\Omega(2^n),Combinatorics
,Boolean Satisfiability,Monotone 3SAT,,3SAT,,Monotone 3SAT is 3SAT with the restriction that all of the literals in a clause are either all negated or all positive,$n$: number of variables,,\Omega(\poly(n)),Combinatorics
,Boolean Satisfiability,XOR-SAT,,Conjunctive Normal Form SAT,,XOR-SAT replaces the ORs in CNF with XORs,$n$: number of variables,O(n^3),,Combinatorics
,Boolean Satisfiability,Horn SAT,,Conjunctive Normal Form SAT,Dual-Horn SAT; Renamable Horn,"Horn SAT restricts the boolean formula to the conjunction of Horn clauses, i.e. clauses with at most one positive literal",$n$: number of variables,\poly(n),,Combinatorics
,Boolean Satisfiability,Dual-Horn SAT,,Horn SAT,,"Dual-Horn SAT restricts the boolean formula to the conjunction of dual-Horn clauses, i.e. clauses with at most one negated literal",$n$: number of variables,\poly(n),,Combinatorics
,Boolean Satisfiability,Renamable Horn,,Horn SAT,,Renamable Horn asks the question whether or not there exists a subset of variables that can be negated such that the boolean formula is turned into a Horn formula,"$n$: number of variables
$m$: number of clauses",O(mn^2),,Combinatorics
,Boolean Satisfiability,MaxSAT,MAX-CNF-SAT,Conjunctive Normal Form SAT,,"Given an instance of SAT represented in Conjunctive Normal Form (CNF), compute an assignment to the variables that maximizes the number of satisfied clauses.",$n$: number of variables,,,Combinatorics
,Orthogonal Vectors,OV,2-OV,,k-OV; Unbalanced OV; Most OV,"Given $n$ vectors in $\{0,1\}^{O(\log n)}$, are two of them orthogonal?","$n$: number of vectors
$d$: dimension of each vector; $d = O(log(n))$ typically",$O(n^{2-1/O(d/log(n)))})$,\Omega(n^{2-o(1)}),Combinatorics
,Orthogonal Vectors,k-OV,,OV,2-OV; 3-OV,"Given $k$ sets of $d$-dimensional vectors $A_1, A_2, \ldots, A_k$, each of size $n$, does there exist $a_1 \in A_1, a_2 \in A_2, \ldots, a_k \in A_k$ such that $a_1 * a_2 * \ldots * a_k = 0$?","$n$: number of vectors per set
$k$: number of sets
$d$: dimension of each vector; $d = omega(log(n))$",$O(n^{k-1/O(d/log(n)))})$,\Omega(n^{k-o(1)}),Combinatorics
,Orthogonal Vectors,3-OV,,k-OV,,"Given 3 sets of $d$-dimensional vectors $A_1, A_2, A_3$, each of size $n$, does there exist $a_1 \in A_1, a_2 \in A_2, a_3 \in A_3$ such that $a_1 * a_2 * a_3 = 0$?","$n$: number of vectors per set
$d$: dimension of each vector; $d = omega(log(n))$",$O(n^{3-1/O(d/log(n)))})$,\Omega(n^{3-o(1)}),Combinatorics
,Orthogonal Vectors,Unbalanced OV,UOV,OV,,Let $0 < \alpha \leq 1$. UOV is the OV problem with the specifications that $A$ is of size $n$ and $B$ is of size $m=\Theta(n^\alpha)$ and $d\leq n^{o(1)}$.,"$n$: size of $A$
$m$: size of $B$
$d$: dimensionality of vectors",,\Omega((nm)^{(1-\epsilon)}),Combinatorics
,Orthogonal Vectors,Most OV,MOV,OV,,"Given two lists $\{a_i\}_{i \in [n]}$ and $\{b_i\}_{i \in [n]}$ of vectors $a_i, b_i \in \{0,1\}^d$ and an integer $r \in \{0, \ldots, d\}$, is there a pair $a_i, b_j$ that has \sum_{h=1}^d a_i[h] \dot b_j[h] \leq r$?","$n$: size of $A$
$m$: size of $B$
$d$: dimensionality of vectors
$r$: product max",,,Combinatorics
,Graph Metrics,Median,,,,"Given a graph $G = (V, E)$, determine the median $m$ of the graph, where $m := \min\limits_{v\in V} \sum\limits_{u\in V} d(u, v)$","$V$: number of vertices
$E$: number of edges",,,Combinatorics
,Graph Metrics,Radius,,Eccentricity,,"Given a graph $G = (V, E)$, determine the radius $r$ of the graph, i.e. the minimum eccentricity over all of the vertices of the graph","$V$: number of vertices
$E$: number of edges",,,Combinatorics
,Graph Metrics,Diameter,,Eccentricity,Approximate Diameter; Decremental Diameter,"Given a graph $G = (V, E)$, determine the diameter $d$ of the graph, i.e. the maximum eccentricity over all of the vertices of the graph","$V$: number of vertices
$E$: number of edges",,,Combinatorics
,Graph Metrics,Diameter 2 vs 3,4/3-Diameter,Approximate Diameter,,"Given a graph $G = (V, E)$, distinguish between diameter 2 and diameter 3. In other words, approximate diameter within a factor of $4/3-\epsilon$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,Diameter 3 vs 7,,Approximate Diameter,,"Given a graph $G = (V, E)$, distinguish between diameter 3 and diameter 7. In other words, approximate diameter within a factor of $9/4-\epsilon$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,Approximate Diameter,,Diameter,Diameter 2 vs 3; Diameter 3 vs 7,"Given a graph $G = (V, E)$, approximate the diameter within a given factor.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,Decremental Diameter,,Diameter,1-sensitive decremental diameter; constant sensitivity (4/3)-approximate incremental diameter,"Determine the diameter of a graph decrementally, i.e. by removing edges and querying the resulting graph.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,1-sensitive (4/3)-approximate decremental diameter,,1-sensitive decremental diameter,,"Approximate the diameter of a graph decrementally within a factor of 4/3, with a sensativity of 1, i.e. when a single edge is removed.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,1-sensitive decremental diameter,,Decremental Diameter,1-sensitive (4/3)-approximate decremental diameter,"Determine the diameter of a graph decrementally, with a sensativity of 1, i.e. when a single edge is removed.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,constant sensitivity (4/3)-approximate incremental diameter,,Decremental Diameter,,"Approximate the diameter of a graph decrementally within a factor of 4/3, with a constant sensitivity of $K(\epsilon, t)$, i.e. when a $K(\epsilon, t)$ edges are removed.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Metrics,1-sensitive (4/3)-approximate decremental eccentricity,,Eccentricity,,"Approximate the eccentricity of a graph decrementally within a factor of 4/3, with a sensativity of 1, i.e. when a single edge is removed.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,Eccentricity,,,Radius; Diameter; 1-sensitive (4/3)-approximate decremental eccentricity,"Given a graph $G = (V, E)$ and a vertex $v \in V$, calculate the eccentricity $\epsilon(v) := \max \limits_{u\in V} d(u, v)$","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,All-Nodes Median Parity,,,,"Given a graph $G = (V, E)$, compute $Med(v) (\mod 2)$ for all $v\in V$, where $Med(v) := \sum\limits_{w\in V} d(v, w)$","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,Betweenness Centrality,BC,,Approximate Betweenness Centrality; Positive Betweenness Centrality;,"Given a graph $G = (V, E)$ and a vertex $v \in V$, calculate the betweenness centrality of vertex $v$ (or the proportion of shortest paths that go through $v$), i.e. $BC(v) := \sum\limits_{s\neq t \neq v \in V} \frac{\sigma_{st}(v)}{\sigma_{st}}$ where $\sigma_{st}(v)$ is the number of shortest paths from $s$ to $t$ that go through $v$ and $\sigma_{st}$ is the number of shortest paths from $s$ to $t$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,Approximate Betweenness Centrality,,Betweenness Centrality,,"Given a graph $G = (V, E)$ and a vertex $v \in V$, approximate the betweenness centrality of vertex $v$","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,Positive Betweenness Centrality,,Betweenness Centrality,"Positive [1, 2] Betweenness Centrality; Directed All-Nodes Positive Betweenness Centrality; Undirected All-Nodes Positive Betweenness Centrality","Given a graph $G=(V,E)$ and a vertex $v \in V$, determine whether the betweenness centrality of $v$ is positive.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Vertex Centrality,"Positive [1, 2] Betweenness Centrality",,Positive Betweenness Centrality,,"Given a graph $G=(V,E)$ with edge weights in $\{1, 2\}$ and a vertex $v \in V$, determine whether the betweenness centrality of $v$ is positive.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
